id,goals,totalShots,onTargetScoringAttempt,shotOffTarget,totalContest,wonContest,wasFouled,fouls,keyPass,goalAssist,bigChanceCreated,bigChanceMissed,totalCross,accurateCross,totalPass,accuratePass,touches,duelWon,duelLost,hitWoodwork,totalOppositionHalfPasses,accurateOppositionHalfPasses,minutesPlayed,name,world_cups_played,first_world_cup,last_world_cup,matches_played,goals_per90,totalShots_per90,onTargetScoringAttempt_per90,totalContest_per90,wonContest_per90,wasFouled_per90,keyPass_per90,goalAssist_per90,bigChanceCreated_per90,totalCross_per90,accurateCross_per90,totalPass_per90,accuratePass_per90,totalOppositionHalfPasses_per90,accurateOppositionHalfPasses_per90,touches_per90,finisher_score,dribbler_score,chance_creator_score,play_organizer_score,finisher_score_elite_90,dribbler_score_elite_90,chance_creator_score_elite_90,play_organizer_score_elite_90,n_elite_roles_90,finisher_score_elite_95,dribbler_score_elite_95,chance_creator_score_elite_95,play_organizer_score_elite_95,n_elite_roles_95,finisher_score_elite_99,dribbler_score_elite_99,chance_creator_score_elite_99,play_organizer_score_elite_99,n_elite_roles_99,finisher_score_elite_85,dribbler_score_elite_85,chance_creator_score_elite_85,play_organizer_score_elite_85,n_elite_roles_85,role_score_range,role_score_std,role_score_avg
505,0.0,23,7.0,12.0,27.0,10.0,21.0,9.0,7.0,0.0,1.0,2.0,5.0,0.0,129.0,83.0,307.0,61.0,79.0,0.0,110.0,67.0,582.0,Nelson Haedo Valdez,2,2006,2010,8,0.0,3.556701030927835,1.0824742268041236,4.175257731958763,1.5463917525773196,3.247422680412371,1.0824742268041236,0.0,0.1546391752577319,0.7731958762886598,0.0,19.948453608247423,12.835051546391751,17.010309278350515,10.360824742268042,47.47422680412371,71.2218649517685,87.2454448017149,43.657556270096464,18.657556270096464,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,True,False,False,1,68.58788853161843,30.28855016250464,55.19560557341907
517,0.0,6,1.0,2.0,14.0,5.0,6.0,5.0,4.0,0.0,1.0,0.0,10.0,1.0,121.0,104.0,187.0,18.0,24.0,1.0,79.0,65.0,275.0,Laurén,2,1998,2002,4,0.0,1.963636363636364,0.3272727272727272,4.581818181818182,1.6363636363636365,1.963636363636364,1.309090909090909,0.0,0.3272727272727272,3.272727272727273,0.3272727272727272,39.6,34.03636363636364,25.854545454545452,21.272727272727277,61.2,53.2623258306538,82.36200428724544,64.33279742765274,65.01607717041801,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,29.09967845659164,12.020460532459987,66.2433011789925
518,0.0,10,6.0,2.0,8.0,4.0,7.0,9.0,16.0,3.0,5.0,2.0,7.0,3.0,401.0,359.0,478.0,19.0,26.0,0.0,267.0,228.0,374.0,Cesc Fàbregas,3,2006,2014,10,0.0,2.406417112299465,1.443850267379679,1.925133689839572,0.962566844919786,1.6844919786096255,3.850267379679144,0.7219251336898395,1.2032085561497323,1.6844919786096255,0.7219251336898395,96.49732620320854,86.39037433155079,64.25133689839572,54.8663101604278,115.02673796791444,69.2390139335477,64.08092175777064,87.41559485530547,99.76688102893893,False,False,False,True,1,False,False,False,True,1,False,False,False,True,1,False,False,True,True,2,35.68595927116829,16.481033559084864,80.12560289389069
520,1.0,3,2.0,1.0,15.0,10.0,15.0,22.0,2.0,0.0,0.0,0.0,2.0,1.0,260.0,195.0,415.0,71.0,37.0,0.0,90.0,42.0,874.0,Sol Campbell,3,1998,2006,10,0.102974828375286,0.3089244851258581,0.205949656750572,1.5446224256292906,1.0297482837528604,1.5446224256292906,0.205949656750572,0.0,0.0,0.205949656750572,0.102974828375286,26.77345537757437,20.08009153318078,9.267734553775744,4.324942791762014,42.73455377574371,42.88585209003215,60.71811361200429,27.632636655948552,12.411575562700966,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,48.30653804930332,20.694570073761064,35.91204448017149
524,0.0,1,0.0,1.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,19.0,6.0,154.0,121.0,212.0,17.0,16.0,0.0,83.0,55.0,318.0,Sebastian Larsson,1,2018,2018,4,0.0,0.2830188679245283,0.0,0.0,0.0,0.5660377358490566,1.69811320754717,0.0,0.0,5.377358490566038,1.69811320754717,43.58490566037736,34.24528301886792,23.49056603773585,15.566037735849058,60.0,22.2467845659164,10.383172561629154,66.08118971061093,60.55868167202573,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,55.698017148981776,27.659161755041488,39.81745712754555
530,1.0,1,1.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,142.0,216.0,14.0,14.0,0.0,58.0,35.0,350.0,Philippe Senderos,3,2006,2014,5,0.2571428571428572,0.2571428571428572,0.2571428571428572,0.5142857142857143,0.5142857142857143,0.5142857142857143,0.0,0.0,0.0,0.0,0.0,44.22857142857143,36.51428571428571,14.914285714285716,9.0,55.54285714285714,49.31672025723472,27.94078242229368,18.938906752411576,44.96382636655949,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,30.377813504823145,14.279367949679,35.290058949624864
531,0.0,6,3.0,2.0,11.0,9.0,7.0,31.0,14.0,1.0,0.0,0.0,0.0,0.0,753.0,679.0,971.0,68.0,78.0,0.0,367.0,320.0,1323.0,Gilberto Silva,3,2002,2010,16,0.0,0.4081632653061224,0.2040816326530612,0.7482993197278912,0.6122448979591837,0.4761904761904762,0.9523809523809524,0.0680272108843537,0.0,0.0,0.0,51.22448979591837,46.19047619047619,24.965986394557824,21.7687074829932,66.05442176870748,33.547695605573416,31.47775991425509,35.62299035369775,77.19453376205789,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.7167738478028,21.888043789012094,44.46074490889604
533,0.0,6,0.0,4.0,13.0,5.0,8.0,8.0,8.0,0.0,1.0,0.0,13.0,4.0,258.0,229.0,382.0,23.0,26.0,0.0,152.0,128.0,521.0,Emmanuel Eboué,2,2006,2010,6,0.0,1.0364683301343571,0.0,2.2456813819577737,0.8637236084452975,1.381957773512476,1.381957773512476,0.0,0.1727447216890595,2.2456813819577737,0.690978886756238,44.56813819577735,39.55854126679463,26.257197696737045,22.11132437619961,65.98848368522073,33.55439442658092,61.595659163987136,63.30787781350482,73.29581993569133,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,39.74142550911041,17.0551743024638,57.938437834941055
534,0.0,6,1.0,4.0,2.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,190.0,162.0,286.0,27.0,19.0,0.0,83.0,61.0,540.0,Kolo Touré,3,2006,2014,6,0.0,1.0,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,31.666666666666668,27.0,13.833333333333334,10.166666666666666,47.66666666666666,40.15273311897106,21.764469453376208,35.092443729903536,28.80627009646302,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,18.38826366559485,7.954112280345945,31.453979099678456
536,0.0,1,0.0,0.0,2.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,237.0,215.0,332.0,30.0,23.0,0.0,66.0,54.0,566.0,Johan Djourou,3,2006,2018,8,0.0,0.1590106007067137,0.0,0.3180212014134275,0.3180212014134275,0.9540636042402828,0.1590106007067137,0.0,0.0,0.0,0.0,37.68551236749117,34.187279151943464,10.49469964664311,8.586572438162545,52.791519434628974,19.87540192926045,27.666130760986064,20.534565916398712,35.19694533762058,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,15.321543408360135,7.17888919516662,25.81826098606645
542,0.0,7,1.0,5.0,3.0,1.0,7.0,6.0,3.0,0.0,0.0,0.0,8.0,3.0,289.0,203.0,454.0,67.0,45.0,1.0,148.0,80.0,734.0,Olof Mellberg,2,2002,2006,8,0.0,0.8583106267029973,0.1226158038147139,0.3678474114441417,0.1226158038147139,0.8583106267029973,0.3678474114441417,0.0,0.0,0.9809264305177112,0.3678474114441417,35.43596730245232,24.89100817438692,18.147138964577657,9.809264305177113,55.66757493188011,37.41961414790997,23.365487674169344,39.73874598070741,36.90916398713826,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,16.373258306538062,7.431233032870156,34.35825294748125
543,0.0,1,0.0,0.0,1.0,0.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,152.0,129.0,230.0,34.0,22.0,0.0,52.0,35.0,360.0,Martin Laursen,1,2002,2002,4,0.0,0.25,0.0,0.25,0.0,2.5,0.75,0.0,0.0,0.0,0.0,38.0,32.25,13.0,8.75,57.5,21.422829581993568,36.38799571275455,27.303054662379424,38.34807073954984,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,16.925241157556272,7.923422349292013,30.865487674169348
553,0.0,3,1.0,1.0,38.0,17.0,9.0,12.0,5.0,1.0,1.0,0.0,37.0,6.0,434.0,362.0,691.0,49.0,63.0,0.0,202.0,156.0,630.0,Ulises de la Cruz,2,2002,2006,7,0.0,0.4285714285714285,0.1428571428571428,5.428571428571429,2.4285714285714284,1.2857142857142858,0.7142857142857143,0.1428571428571428,0.1428571428571428,5.285714285714286,0.8571428571428571,62.0,51.71428571428572,28.857142857142858,22.285714285714285,98.71428571428572,31.77920685959272,79.45471596998927,70.82395498392283,88.95900321543408,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,True,1,57.17979635584136,25.10092482015544,67.75422025723472
579,1.0,13,5.0,7.0,9.0,4.0,11.0,11.0,3.0,1.0,1.0,3.0,13.0,1.0,168.0,110.0,277.0,71.0,58.0,0.0,137.0,81.0,549.0,Emile Heskey,2,2002,2010,9,0.1639344262295082,2.1311475409836067,0.819672131147541,1.475409836065574,0.6557377049180328,1.8032786885245904,0.4918032786885246,0.1639344262295082,0.1639344262295082,2.1311475409836067,0.1639344262295082,27.54098360655738,18.0327868852459,22.459016393442624,13.278688524590164,45.40983606557377,76.60771704180064,57.32851018220793,56.53938906752411,30.803858520900327,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.80385852090031,18.794760907019416,55.31986870310825
598,0.0,3,0.0,3.0,3.0,3.0,6.0,10.0,5.0,0.0,0.0,0.0,4.0,3.0,370.0,314.0,490.0,35.0,28.0,0.0,159.0,112.0,630.0,Lucas Neill,2,2006,2010,7,0.0,0.4285714285714285,0.0,0.4285714285714285,0.4285714285714285,0.8571428571428571,0.7142857142857143,0.0,0.0,0.5714285714285714,0.4285714285714285,52.85714285714285,44.85714285714285,22.714285714285715,16.0,70.0,25.060289389067524,31.20980707395498,41.68810289389067,73.05064308681672,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,47.9903536977492,21.33352988185727,42.75221061093248
601,0.0,7,0.0,4.0,10.0,5.0,2.0,20.0,5.0,0.0,0.0,0.0,17.0,3.0,209.0,176.0,325.0,21.0,44.0,0.0,135.0,111.0,521.0,Brett Emerton,2,2006,2010,6,0.0,1.2092130518234163,0.0,1.727447216890595,0.8637236084452975,0.345489443378119,0.8637236084452975,0.0,0.0,2.936660268714012,0.5182341650671786,36.10364683301344,30.403071017274478,23.320537428023037,19.174664107485604,56.14203454894434,34.7467845659164,42.497320471597,51.71623794212219,55.18488745980708,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,20.43810289389068,9.236447411834169,46.03630760986066
607,0.0,1,1.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,130.0,265.0,19.0,24.0,0.0,72.0,34.0,540.0,Teboho Aaron Mokoena,2,2002,2010,6,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,30.0,21.666666666666668,12.0,5.666666666666667,44.16666666666666,27.304394426580924,12.232047159699894,18.938906752411576,17.885852090032152,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,15.07234726688103,6.217732543661275,19.090300107181136
619,0.0,0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,76.0,131.0,9.0,9.0,0.0,41.0,21.0,270.0,Ryan William Nelsen,1,2010,2010,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,32.333333333333336,25.33333333333333,13.666666666666666,7.0,43.66666666666666,17.85235798499464,30.419346195069664,18.938906752411576,23.573151125401928,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,12.566988210075024,5.715361994138736,22.69594051446945
663,0.0,6,0.0,4.0,3.0,2.0,4.0,6.0,6.0,0.0,0.0,1.0,7.0,2.0,206.0,156.0,345.0,36.0,21.0,0.0,103.0,64.0,570.0,Carlos Bocanegra,2,2006,2010,6,0.0,0.9473684210526316,0.0,0.4736842105263158,0.3157894736842105,0.6315789473684211,0.9473684210526316,0.0,0.0,1.105263157894737,0.3157894736842105,32.526315789473685,24.63157894736842,16.263157894736842,10.105263157894738,54.47368421052632,31.9935691318328,24.39710610932476,44.42524115755627,32.93006430868167,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,20.028135048231512,8.262396761598211,33.43649517684887
668,3.0,15,9.0,4.0,9.0,1.0,23.0,9.0,17.0,0.0,0.0,1.0,10.0,2.0,272.0,156.0,419.0,100.0,114.0,1.0,219.0,112.0,812.0,Brian McBride,3,1998,2006,10,0.3325123152709359,1.6625615763546795,0.997536945812808,0.997536945812808,0.1108374384236453,2.5492610837438425,1.8842364532019704,0.0,0.0,1.1083743842364533,0.2216748768472906,30.147783251231527,17.29064039408867,24.273399014778324,12.413793103448276,46.44088669950739,79.59539121114683,48.09753483386924,48.74196141479099,33.062700964630224,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,46.53269024651661,19.539790751818707,52.37439710610931
674,3.0,12,6.0,4.0,6.0,2.0,8.0,11.0,3.0,0.0,0.0,0.0,1.0,1.0,154.0,114.0,247.0,42.0,37.0,0.0,107.0,70.0,468.0,Papa Bouba Diop,1,2002,2002,5,0.5769230769230769,2.3076923076923075,1.1538461538461535,1.1538461538461535,0.3846153846153846,1.5384615384615383,0.5769230769230769,0.0,0.0,0.1923076923076923,0.1923076923076923,29.615384615384613,21.923076923076923,20.57692307692308,13.461538461538462,47.5,88.16318327974277,48.01714898177921,33.15514469453377,33.7459807073955,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,55.008038585209,25.85813027719547,50.770364415862815
697,0.0,0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,11.0,3.0,190.0,147.0,280.0,18.0,19.0,0.0,102.0,65.0,345.0,Steve Finnan,1,2002,2002,4,0.0,0.0,0.0,0.0,0.0,1.0434782608695652,0.5217391304347826,0.0,0.0,2.869565217391304,0.7826086956521738,49.56521739130434,38.34782608695652,26.60869565217391,16.956521739130434,73.04347826086956,17.85235798499464,19.15192926045016,50.369774919614144,74.07556270096464,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,56.22320471597,27.038928434104577,40.362406216505896
701,3.0,21,8.0,12.0,11.0,6.0,8.0,7.0,18.0,1.0,4.0,1.0,53.0,15.0,539.0,430.0,759.0,41.0,38.0,0.0,369.0,277.0,967.0,Steven Gerrard,3,2006,2014,12,0.2792140641158221,1.954498448810755,0.7445708376421925,1.0237849017580145,0.5584281282316443,0.7445708376421925,1.675284384694933,0.093071354705274,0.3722854188210962,4.932781799379525,1.3960703205791107,50.16546018614272,40.02068252326784,34.343329886246124,25.78076525336091,70.641158221303,78.2154340836013,38.39764201500537,83.80225080385853,83.17524115755626,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.40460878885316,21.810306810143057,70.89764201500536
708,2.0,21,5.0,11.0,5.0,4.0,15.0,23.0,16.0,0.0,0.0,2.0,13.0,2.0,885.0,768.0,1063.0,55.0,51.0,1.0,564.0,469.0,1019.0,Xabi Alonso,3,2006,2014,13,0.1766437684003925,1.8547595682041216,0.4416094210009813,0.4416094210009813,0.353287536800785,1.324828263002944,1.4131501472031402,0.0,0.0,1.1481844946025517,0.1766437684003925,78.16486751717369,67.83120706575073,49.81354268891069,41.42296368989205,93.88616290480864,69.70793140407288,36.95739549839228,45.984726688102896,98.68167202572349,False,False,False,True,1,False,False,False,True,1,False,False,False,False,0,False,False,False,True,1,61.724276527331206,27.603159177382707,62.83293140407289
710,0.0,19,3.0,7.0,19.0,10.0,20.0,30.0,7.0,0.0,0.0,1.0,19.0,4.0,458.0,380.0,687.0,93.0,78.0,1.0,244.0,186.0,839.0,Dietmar Hamann,2,1998,2002,11,0.0,2.038140643623361,0.3218116805721096,2.038140643623361,1.072705601907032,2.145411203814064,0.7508939213349225,0.0,0.0,2.038140643623361,0.4290822407628128,49.12991656734207,40.76281287246722,26.174016686531584,19.9523241954708,73.69487485101311,53.818327974276535,70.90032154340837,48.13102893890675,77.28295819935691,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,29.15192926045016,13.795356894655097,62.533159163987136
714,5.0,19,13.0,5.0,10.0,4.0,9.0,8.0,4.0,0.0,0.0,6.0,2.0,0.0,153.0,106.0,243.0,52.0,45.0,3.0,101.0,64.0,464.0,Fernando Morientes,2,1998,2002,7,0.9698275862068964,3.685344827586207,2.521551724137931,1.939655172413793,0.7758620689655172,1.7456896551724137,0.7758620689655172,0.0,0.0,0.3879310344827586,0.0,29.676724137931032,20.560344827586206,19.59051724137931,12.413793103448276,47.13362068965517,97.86977491961414,62.66077170418007,32.06993569131832,30.70739549839228,True,False,False,False,1,True,False,False,False,1,False,False,False,False,0,True,False,False,False,1,67.16237942122186,31.673795654696875,55.8269694533762
723,0.0,1,1.0,0.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,144.0,124.0,209.0,13.0,18.0,0.0,52.0,37.0,297.0,Jamie Carragher,2,2006,2010,6,0.0,0.303030303030303,0.303030303030303,0.6060606060606061,0.0,0.6060606060606061,0.9090909090909092,0.0,0.0,0.9090909090909092,0.0,43.63636363636364,37.57575757575758,15.757575757575758,11.212121212121213,63.333333333333336,34.61950696677385,18.696409431939976,35.57877813504823,52.36334405144694,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,33.66693461950696,13.752295273484696,35.31450964630225
743,0.0,11,3.0,7.0,45.0,28.0,23.0,8.0,9.0,1.0,1.0,1.0,13.0,3.0,147.0,104.0,322.0,64.0,63.0,0.0,120.0,80.0,468.0,El-Hadji Diouf,1,2002,2002,5,0.0,2.1153846153846154,0.5769230769230769,8.653846153846153,5.384615384615384,4.423076923076923,1.7307692307692306,0.1923076923076923,0.1923076923076923,2.5,0.5769230769230769,28.269230769230766,20.0,23.07692307692308,15.384615384615383,61.92307692307692,59.55921757770633,99.15594855305466,74.2725080385852,43.380225080385856,False,True,False,False,1,False,True,False,False,1,False,True,False,False,1,False,True,False,False,1,55.7757234726688,23.682961360182667,69.09197481243301
745,0.0,0,0.0,0.0,3.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,172.0,128.0,298.0,18.0,18.0,0.0,97.0,60.0,510.0,Gary Neville,2,1998,2006,5,0.0,0.0,0.0,0.5294117647058824,0.1764705882352941,1.2352941176470589,0.1764705882352941,0.0,0.0,1.0588235294117647,0.0,30.352941176470587,22.588235294117645,17.11764705882353,10.588235294117649,52.588235294117645,17.85235798499464,31.63853161843516,28.601286173633447,30.695337620578776,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,13.78617363344052,6.357670517099327,27.196878349410504
748,1.0,3,1.0,1.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,368.0,302.0,501.0,32.0,26.0,0.0,124.0,70.0,896.0,Rio Ferdinand,2,2002,2006,10,0.1004464285714285,0.3013392857142857,0.1004464285714285,0.0,0.0,0.5022321428571428,0.1004464285714285,0.0,0.0,0.0,0.0,36.96428571428572,30.334821428571427,12.455357142857142,7.03125,50.32366071428572,39.73740621650589,9.606109324758842,20.188906752411576,31.334405144694536,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,30.13129689174705,13.130707919907042,25.216706859592712
750,11.0,121,46.0,42.0,84.0,37.0,65.0,17.0,28.0,2.0,5.0,12.0,41.0,4.0,679.0,566.0,1181.0,138.0,137.0,5.0,509.0,412.0,2206.0,Cristiano Ronaldo,6,2006,2026,27,0.4487760652765185,4.936536718041704,1.8766999093381684,3.42701722574796,1.5095194922937445,2.6518585675430644,1.14233907524932,0.0815956482320942,0.2039891205802357,1.6727107887579329,0.1631912964641885,27.70172257479601,23.091568449682683,20.766092475068,16.80870353581142,48.18223028105167,96.63719185423363,83.25294748124331,61.05707395498392,37.138263665594856,True,False,False,False,1,True,False,False,False,1,False,False,False,False,0,True,False,False,False,1,59.49892818863878,26.10321754341781,69.52136923901394
